Time (s),Qgen (W),Qsolar (W),Qalbedo (W),Qplanetshine (W),Qout/rad (W),Qstored (W)
56300,17.47,60.3,23.72,23.57,78.6,46.46
56310,18.35,60.54,27.47,14.56,66.47,54.45
56320,13.84,61.35,28.17,11.57,60.61,54.32
56330,13.29,61.45,16.12,11.44,89.21,13.09
56340,17.95,52.91,24.31,19.88,74.58,40.48
56350,10.96,52.58,21.88,18.81,89.79,14.44
56360,18.88,59.81,15.64,23.92,71.43,46.82
56370,18.41,69.21,27.37,23.7,92.85,45.85
56380,18.21,67.6,25.17,20.08,67.09,63.98
56390,13.65,59.71,21.2,22.65,70.26,46.96
56400,16.65,51.11,20.26,17.94,73.72,32.24
56410,16.46,61.03,15.21,22.26,61.63,53.32
56420,13.37,60.41,15.82,18.15,90.45,17.3
56430,18.13,63.52,25.37,23.59,60.42,70.19
56440,12.59,65.1,21.31,20.15,94.02,25.13
56450,13.58,51.48,19.16,11.55,90.01,5.75
56460,10.32,57.71,20.19,11.68,67.74,32.16
56470,14.34,64.17,21.21,23.21,87.99,34.94
56480,10.39,52.55,25.93,10.7,86.35,13.22
56490,13.03,56.54,29.59,19.79,81.52,37.43
56500,15.18,63.14,17.03,15.61,71.66,39.3
56510,19.34,62.81,28.32,12.58,77.52,45.52
56520,19.27,62.52,29.81,18.1,86.17,43.54
56530,10.74,54.96,19.83,19.0,81.73,22.79
56540,15.83,55.48,28.89,12.28,86.42,26.06
56550,12.11,56.02,15.56,21.19,89.45,15.43
56560,17.22,62.21,15.69,11.78,97.5,9.39
56570,14.66,60.47,28.52,17.64,85.16,36.12
56580,14.92,69.25,18.59,24.36,65.66,61.45
56590,11.35,62.73,15.02,10.37,81.01,18.46
56600,18.24,56.04,25.87,21.13,75.77,45.51
56610,16.26,55.13,21.26,21.75,61.99,52.41
56620,16.23,53.82,20.91,13.75,76.33,28.37
56630,12.96,51.6,20.82,10.8,86.05,10.12
56640,12.93,65.44,27.13,23.29,72.49,56.3
56650,15.67,58.3,23.97,22.96,95.52,25.38
56660,18.61,62.44,23.0,23.4,94.41,33.03
56670,19.42,56.75,17.07,20.46,87.29,26.4
56680,18.34,63.93,24.17,23.96,67.23,63.15
56690,11.26,60.14,18.69,17.72,91.21,16.59
56700,15.94,66.91,16.61,18.3,61.98,55.78
56710,13.49,57.55,15.31,16.42,79.89,22.88
56720,12.34,68.69,19.17,16.56,84.77,31.99
56730,10.83,67.98,15.47,16.47,84.48,26.26
56740,19.24,56.53,22.04,14.55,86.35,26.01
56750,19.56,55.95,15.75,21.07,99.08,13.26
56760,13.68,54.09,15.54,12.77,62.47,33.61
56770,13.55,62.38,26.91,18.4,77.35,43.89
56780,19.88,54.13,24.71,17.25,70.04,45.93
56790,17.29,63.28,25.1,12.65,95.95,22.37
56800,17.9,51.11,25.49,13.73,63.64,44.59
56810,13.9,57.61,29.27,20.97,97.99,23.76
56820,13.21,67.07,28.93,17.24,86.59,39.86
56830,14.15,69.45,21.3,20.7,84.93,40.66
56840,14.66,68.43,21.42,16.29,92.34,28.45
56850,18.45,62.73,22.24,15.59,84.65,34.35
56860,15.09,56.84,22.82,11.91,83.0,23.66
56870,18.61,68.9,20.71,20.1,75.07,53.26
56880,11.51,52.5,22.92,18.61,91.92,13.61
56890,12.52,69.39,18.1,23.04,71.84,51.21
56900,11.16,57.86,23.42,19.26,89.51,22.19
56910,15.11,67.86,23.23,20.25,66.01,60.44
56920,12.41,58.97,22.11,14.79,95.96,12.31
56930,17.44,57.73,23.21,21.35,85.09,34.64
56940,12.66,64.67,27.01,18.09,83.08,39.35
56950,17.1,57.49,29.57,16.95,73.95,47.17
56960,17.28,59.38,23.46,12.12,77.38,34.86
56970,10.61,50.26,16.14,16.24,81.39,11.86
56980,11.31,66.24,28.24,16.43,84.33,37.9
56990,19.95,55.85,26.01,22.39,98.78,25.43
57000,15.84,56.83,17.49,15.25,64.61,40.79
57010,11.61,61.47,18.89,22.05,67.59,46.44
57020,16.02,64.8,20.5,11.2,80.57,31.95
57030,11.46,61.19,25.95,18.28,95.46,21.42
57040,19.02,50.82,16.39,19.63,78.9,26.96
57050,10.45,56.84,16.79,12.71,84.76,12.03
57060,19.51,58.58,23.36,13.85,82.11,33.19
57070,17.06,66.58,26.27,10.06,68.66,51.31
57080,17.6,56.44,22.4,15.5,93.17,18.76
57090,10.96,52.84,16.38,15.53,66.85,28.86
57100,12.94,67.17,24.29,23.26,69.69,57.96
57110,14.41,67.24,29.13,20.32,85.45,45.64
57120,11.6,54.04,23.18,19.53,82.75,25.6
57130,10.96,61.87,28.66,24.11,85.27,40.33
57140,10.3,63.92,26.38,10.94,61.94,49.59
57150,12.7,66.13,19.38,21.86,92.49,27.57
57160,10.11,66.93,27.75,24.49,75.26,54.01
57170,17.32,63.96,16.56,23.78,60.53,61.09
57180,14.99,52.04,22.48,13.01,62.56,39.96
57190,16.42,64.82,20.28,21.62,72.2,50.95
57200,17.03,60.0,22.88,10.43,82.38,27.96
57210,11.52,61.08,15.31,18.23,69.65,36.51
57220,18.28,68.95,18.55,20.28,99.78,26.28
57230,15.77,65.68,18.52,24.65,64.84,59.79
57240,18.49,66.89,29.79,19.35,69.53,64.99
57250,19.07,65.36,15.59,24.13,81.29,42.86
57260,10.07,61.15,27.02,22.49,92.35,28.38
57270,12.21,59.42,29.82,14.47,78.21,37.71
57280,10.85,69.3,25.79,14.3,76.46,43.77
57290,17.19,68.19,28.39,22.55,90.58,45.74
57300,17.79,69.87,26.7,24.95,68.15,71.17
57310,10.14,64.65,20.23,23.38,66.33,52.08
57320,11.59,54.44,29.54,14.74,78.2,32.11
57330,17.68,62.62,17.28,22.97,83.82,36.71
57340,13.83,68.86,17.18,12.79,66.03,46.62
57350,13.04,53.07,17.63,12.86,61.44,35.16
57360,13.73,53.81,24.7,13.07,92.62,12.7
57370,14.31,61.17,16.71,11.19,77.88,25.48
57380,19.01,50.91,28.69,14.57,66.56,46.63
57390,12.08,67.8,19.29,19.65,67.58,51.26
57400,17.76,54.99,20.99,24.79,63.5,55.04
57410,14.3,65.2,24.12,20.93,95.52,29.03
57420,11.43,66.34,20.51,21.6,66.83,53.05
57430,14.08,59.28,21.53,23.63,71.05,47.48
57440,13.15,56.66,17.72,15.69,99.16,4.06
57450,16.55,67.76,25.61,14.91,67.1,57.73
57460,17.85,52.44,29.09,12.28,97.38,14.28
57470,19.63,63.67,21.87,20.47,88.53,37.12
57480,11.82,64.89,18.9,23.2,82.69,36.1
57490,17.46,68.33,27.11,15.62,62.54,65.99
57500,18.29,58.02,28.13,18.51,92.82,30.13
57510,19.0,55.78,25.96,19.2,89.65,30.28
57520,16.44,52.81,29.32,15.84,62.25,52.17
57530,12.88,68.19,25.48,12.63,93.02,26.16
57540,11.27,50.99,19.47,12.58,65.98,28.32
57550,14.92,58.26,20.88,14.92,63.63,45.36
57560,15.65,59.67,18.15,11.17,83.01,21.63
57570,17.02,55.41,18.33,16.24,98.03,8.97
57580,17.09,69.94,22.28,12.35,85.08,36.58
57590,12.89,59.95,27.27,23.52,68.81,54.82
57600,13.41,59.25,17.29,22.32,92.98,19.29
57610,16.27,59.47,19.71,20.15,66.75,48.86
57620,13.33,67.34,21.59,12.38,77.96,36.67
57630,13.5,69.52,27.41,24.42,96.18,38.67
57640,19.6,55.75,16.15,19.63,85.31,25.82
57650,12.43,57.38,17.01,20.47,69.21,38.08
57660,17.93,60.73,16.73,22.32,62.28,55.43
57670,15.2,53.7,17.15,24.54,86.95,23.63
57680,12.61,59.18,18.09,11.08,67.56,33.41
57690,14.51,61.24,24.91,12.22,78.77,34.12
57700,10.05,61.57,21.4,19.84,62.84,50.03
57710,13.88,61.77,19.64,18.71,89.8,24.2
57720,10.16,50.36,20.18,19.74,95.34,5.1
57730,19.74,62.01,27.43,13.5,85.77,36.91
57740,19.18,60.04,20.16,12.19,65.94,45.63
57750,17.74,69.65,21.18,12.65,80.16,41.07
57760,17.23,59.01,27.88,13.96,68.89,49.19
57770,14.47,67.36,19.67,22.11,90.75,32.86
57780,19.37,67.33,17.3,13.86,62.95,54.92
57790,16.82,56.35,17.26,21.64,94.51,17.56
57800,14.62,61.34,27.44,24.79,91.69,36.49
57810,10.74,56.14,26.03,13.55,74.7,31.75
57820,15.29,50.3,20.89,18.87,77.34,28.01
57830,17.65,65.82,22.42,12.07,91.14,26.83
57840,13.27,50.51,23.64,18.65,74.99,31.07
57850,15.89,69.49,22.81,16.05,74.26,49.98
57860,12.35,66.28,15.1,21.38,84.26,30.84
57870,13.99,54.86,21.19,13.57,60.33,43.28
57880,19.19,67.67,28.08,19.77,82.58,52.13
57890,14.54,68.17,20.69,21.88,67.54,57.75
57900,13.18,56.73,19.15,17.9,98.85,8.09
57910,14.69,64.86,19.32,19.42,68.02,50.28
57920,14.9,63.98,16.18,18.71,98.17,15.61
57930,12.02,62.69,18.89,17.91,88.07,23.43
57940,19.1,52.37,21.49,17.34,75.11,35.18
57950,13.74,59.52,17.54,15.33,81.84,24.29
57960,16.95,52.75,25.71,10.04,92.27,13.17
57970,19.81,61.15,16.28,13.51,95.11,15.65
57980,12.19,51.36,16.94,24.02,72.86,31.65
57990,18.23,61.44,27.12,18.16,86.93,38.01
58000,18.87,68.43,26.98,16.24,63.77,66.75
58010,19.87,67.95,19.97,12.85,99.62,21.01
58020,17.19,68.04,29.89,22.32,93.12,44.33
58030,17.06,68.16,20.39,20.39,69.64,56.37
58040,18.53,53.8,15.02,13.35,94.53,6.16
58050,17.67,52.01,15.64,19.63,75.12,29.83
58060,18.27,56.51,26.6,23.23,86.03,38.57
58070,17.2,60.4,18.28,23.83,62.51,57.2
58080,18.89,53.63,21.97,22.07,74.79,41.77
58090,16.8,55.16,25.29,21.86,78.79,40.32
58100,14.5,57.98,16.25,21.66,90.22,20.17
58110,17.11,67.92,27.14,16.07,93.05,35.19
58120,12.55,61.47,26.36,11.83,62.95,49.25
58130,13.87,56.33,23.06,17.65,76.69,34.23
58140,11.45,65.74,18.64,11.17,91.46,15.54
58150,16.01,64.39,26.46,19.31,72.92,53.25
58160,16.24,53.68,17.08,20.14,83.04,24.1
58170,12.82,55.46,27.98,14.42,85.2,25.47
58180,14.13,61.88,18.49,21.91,63.01,53.39
58190,11.41,60.18,23.63,22.14,67.27,50.08
58200,14.31,63.46,26.44,23.9,89.0,39.11
58210,16.94,57.29,21.84,19.82,61.04,54.85
58220,13.88,64.02,16.31,24.65,67.34,51.52
58230,16.58,51.11,20.42,21.35,72.91,36.54
58240,12.19,52.78,28.45,16.46,85.68,24.2
58250,13.92,55.28,23.29,24.86,66.88,50.47
58260,13.68,50.14,25.35,23.14,77.41,34.91
58270,16.57,57.17,24.84,11.68,69.98,40.27
58280,11.52,51.29,18.23,13.56,85.18,9.42
58290,10.06,63.29,17.82,11.87,94.06,8.98
58300,14.24,56.08,19.85,18.57,75.27,33.46
58310,12.13,52.36,18.43,16.31,78.32,20.9
58320,11.32,55.13,23.77,12.4,70.16,32.47
58330,17.04,56.92,21.8,16.01,87.91,23.86
58340,14.29,64.33,19.33,14.9,82.66,30.18
58350,10.59,60.03,16.57,10.36,96.93,0.63
58360,11.94,57.36,25.47,13.69,96.71,11.75
58370,12.66,54.48,21.09,20.32,72.04,36.5
58380,13.7,69.97,15.89,17.65,66.91,50.31
58390,15.39,53.41,25.0,16.41,86.54,23.67
58400,11.95,57.73,21.03,16.72,72.67,34.76
58410,11.01,54.57,28.31,21.47,82.55,32.81
58420,10.82,51.82,24.9,13.35,93.9,6.99
58430,15.1,53.2,18.4,15.83,94.0,8.52
58440,13.05,63.32,21.24,12.29,81.39,28.51
58450,12.49,52.4,20.93,24.87,70.63,40.07
58460,18.54,65.31,25.18,23.83,85.64,47.21
58470,15.9,65.95,18.14,16.49,84.58,31.89
58480,18.12,50.09,18.05,18.53,82.12,22.68
58490,12.87,57.61,15.46,20.75,63.46,43.23
58500,12.85,68.38,19.18,14.18,78.1,36.49
58510,13.18,68.42,25.71,13.58,86.74,34.15
58520,13.51,54.23,19.14,12.18,85.36,13.71
58530,10.06,68.38,26.23,20.62,96.87,28.42
58540,13.87,56.47,20.31,11.42,92.66,9.41
58550,16.79,67.35,16.86,13.79,63.83,50.96
58560,15.74,67.06,17.16,18.14,66.97,51.13
58570,18.21,55.13,16.01,14.86,81.37,22.83
58580,16.0,50.57,20.5,13.29,62.94,37.42
58590,17.21,64.44,29.58,10.09,63.93,57.38
58600,15.19,69.07,27.19,19.86,97.31,33.99
58610,17.95,51.89,24.78,12.5,92.96,14.16
58620,16.68,69.53,27.4,19.67,82.16,51.1
58630,12.03,64.71,19.47,10.93,81.23,25.91
58640,19.87,63.97,27.76,20.99,85.85,46.74
58650,15.61,60.82,21.86,12.41,92.35,18.35
58660,11.08,63.31,18.13,15.29,98.17,9.63
58670,15.68,56.42,16.5,20.41,74.69,34.31
58680,14.97,53.92,18.14,24.04,92.48,18.59
58690,18.65,67.09,16.46,21.23,75.18,48.25
58700,14.8,57.24,17.17,19.82,87.96,21.07
58710,16.21,53.18,21.32,15.7,74.67,31.74
58720,16.68,60.95,26.47,22.32,71.56,54.87
58730,11.99,60.93,24.14,23.88,96.96,23.98
58740,14.03,59.52,18.25,22.49,90.1,24.19
58750,10.99,52.52,28.78,14.78,66.04,41.03
58760,12.14,59.47,27.65,15.66,71.48,43.45
58770,14.55,61.53,20.48,16.74,82.64,30.66
58780,12.74,61.37,16.87,10.89,93.57,8.3
58790,13.41,60.62,20.33,15.38,62.21,47.53
58800,16.67,55.02,26.58,13.86,67.47,44.66
58810,18.44,60.13,26.27,14.11,64.98,53.96
58820,18.93,65.05,17.02,16.89,98.21,19.68
58830,17.46,66.65,28.48,12.09,60.57,64.12
58840,18.5,59.48,18.34,24.61,86.23,34.71
58850,15.27,68.64,16.07,15.65,90.53,25.09
58860,19.43,68.96,21.64,22.69,98.55,34.16
58870,13.66,62.87,15.75,22.07,79.35,35.0
58880,18.93,60.04,16.51,18.83,92.66,21.65
58890,15.96,59.2,29.65,18.88,83.22,40.47
58900,16.71,60.12,22.85,21.27,94.39,26.55
58910,18.94,52.9,15.14,19.35,60.07,46.27
58920,18.24,59.4,19.06,17.49,76.65,37.54
58930,15.07,51.14,24.28,21.87,88.71,23.66
58940,14.71,52.82,26.48,21.33,74.91,40.43
58950,11.67,55.77,22.86,24.49,84.99,29.8
58960,16.79,52.62,29.39,13.72,77.75,34.77
58970,14.28,56.84,17.35,19.35,83.45,24.36
58980,14.86,55.3,15.95,13.44,66.16,33.39
58990,19.56,55.83,28.82,15.68,86.08,33.82
59000,18.52,63.98,20.27,12.8,90.7,24.88
59010,18.34,65.14,29.46,16.27,60.03,69.18
59020,18.83,58.98,25.8,14.1,77.61,40.09
59030,14.53,55.76,29.78,19.81,91.62,28.25
59040,11.13,50.67,16.26,19.15,77.05,20.15
59050,10.41,69.68,21.38,21.98,60.61,62.83
59060,15.02,55.12,29.22,21.88,65.32,55.92
59070,13.3,53.36,16.8,21.65,80.68,24.43
59080,17.18,50.53,23.08,16.38,90.12,17.06
59090,10.38,59.44,24.0,19.23,78.08,34.96
59100,16.48,68.58,28.87,12.15,64.95,61.13
59110,18.4,61.36,20.75,24.21,64.62,60.09
59120,12.46,59.39,19.5,17.82,73.6,35.57
59130,13.77,57.89,16.95,19.61,80.52,27.7
59140,13.79,57.6,19.26,12.26,80.92,21.98
59150,16.41,53.9,19.4,17.21,92.63,14.3
59160,10.02,57.2,26.48,14.79,89.03,19.45
59170,16.61,68.02,25.48,21.47,72.91,58.67
59180,16.44,62.35,25.96,22.62,95.93,31.44
59190,17.89,54.5,22.52,18.2,85.01,28.1
59200,10.47,60.61,24.8,20.07,97.43,18.52
59210,14.81,60.26,27.22,17.97,65.51,54.75
59220,15.07,66.59,19.29,11.86,72.52,40.29
59230,10.66,65.29,15.92,15.4,90.76,16.51
59240,19.01,51.19,23.04,24.52,71.08,46.67
59250,14.25,52.17,20.73,17.56,77.17,27.54
59260,13.39,63.18,28.03,14.22,79.7,39.12
59270,14.59,57.23,15.87,17.07,99.25,5.51
59280,14.96,61.11,19.85,23.09,92.11,26.89
59290,19.53,50.43,29.95,19.84,94.11,25.63
59300,18.3,56.51,26.64,17.0,62.31,56.14
59310,12.9,56.02,26.77,18.79,92.75,21.73
59320,10.71,55.78,26.84,15.51,74.78,34.06
59330,19.86,65.29,20.06,16.34,97.06,24.49
59340,14.61,65.44,15.29,24.55,86.49,33.39
59350,14.37,65.96,25.8,18.05,70.07,54.12
59360,16.89,69.23,29.23,16.5,94.52,37.33
59370,16.75,60.05,25.55,12.67,92.97,22.06
59380,13.89,61.06,28.45,23.44,72.95,53.89
59390,13.21,55.49,23.79,21.48,80.94,33.04
59400,13.48,62.61,23.82,11.98,90.31,21.59
59410,15.08,68.1,29.96,18.54,95.54,36.14
59420,11.15,69.41,16.53,18.2,69.28,46.0
59430,10.09,50.79,28.58,15.02,70.58,33.91
59440,14.78,66.25,27.88,23.86,64.11,68.67
59450,14.91,56.96,18.33,16.1,66.51,39.78
59460,15.63,58.9,16.77,10.37,81.87,19.81
59470,10.01,51.93,27.34,19.72,90.27,18.73
59480,10.26,68.01,29.29,15.36,94.57,28.35
59490,14.78,54.46,27.12,24.16,66.3,54.23
59500,14.19,58.14,26.45,10.1,73.37,35.52
59510,19.92,65.82,19.61,18.98,88.51,35.83
59520,16.9,55.39,17.81,11.06,70.31,30.86
59530,11.28,52.71,24.45,23.46,83.57,28.33
59540,19.55,50.96,27.06,16.27,75.2,38.64
59550,10.12,62.09,29.29,23.61,95.98,29.14
59560,19.82,62.19,16.72,10.36,87.39,21.7
59570,16.34,63.74,18.8,20.28,88.22,30.95
59580,11.72,65.85,28.26,19.41,74.92,50.32
59590,19.39,68.09,27.57,10.27,83.32,42.0
59600,13.34,54.53,25.41,12.21,76.38,29.11
59610,14.94,50.89,26.87,19.4,67.44,44.66
59620,14.96,61.11,26.52,18.09,86.67,34.02
59630,16.59,61.88,15.45,16.02,85.66,24.27
59640,15.85,60.04,17.59,10.75,67.75,36.49
59650,19.25,58.06,20.99,18.36,84.06,32.61
59660,14.92,50.19,15.17,10.89,62.79,28.37
59670,11.47,61.89,18.92,15.29,83.28,24.3
59680,12.59,65.64,24.27,21.35,94.26,29.59
59690,16.03,53.67,29.14,14.87,88.2,25.51
59700,14.81,58.1,17.78,15.82,83.89,22.62
59710,11.66,58.3,24.39,15.63,66.18,43.8
59720,13.97,66.36,17.78,18.6,98.4,18.31
59730,13.09,62.45,21.88,16.49,76.22,37.69
59740,12.44,50.18,15.45,10.35,98.04,-9.61
59750,12.42,67.83,21.79,17.81,83.26,36.59
59760,10.15,59.58,15.41,14.88,63.75,36.27
59770,17.66,51.16,24.96,18.89,97.9,14.77
59780,11.56,65.06,23.77,22.56,73.99,48.96
59790,19.26,61.23,17.21,13.53,83.61,27.61
59800,10.34,56.05,15.52,20.61,97.58,4.94
59810,12.76,51.61,28.6,11.28,98.85,5.41
59820,18.94,69.47,20.05,19.09,97.82,29.72
59830,19.62,58.74,26.55,13.85,83.52,35.25
59840,13.1,61.49,21.41,21.52,83.3,34.22
59850,13.36,58.72,15.14,20.57,88.83,18.96
59860,12.57,60.48,29.21,13.65,86.35,29.55
59870,14.18,64.07,27.71,15.59,67.83,53.72
59880,10.74,57.09,27.64,12.44,69.88,38.03
59890,11.5,53.95,29.67,17.57,81.38,31.31
59900,11.4,66.49,18.19,10.6,74.01,32.66
59910,19.78,64.91,27.4,14.6,81.59,45.11
59920,19.12,64.64,19.17,10.28,68.01,45.2
59930,15.01,69.4,25.62,20.71,80.99,49.75
59940,15.52,63.82,23.66,23.13,83.81,42.31
59950,16.25,56.43,29.39,17.38,79.21,40.25
59960,17.85,52.37,16.39,14.89,91.97,9.53
59970,13.61,65.97,26.69,17.88,66.97,57.17
59980,15.61,52.01,28.0,24.13,79.46,40.28
59990,19.5,56.09,20.58,21.83,79.89,38.12
60000,16.52,67.56,21.86,15.25,63.24,57.95
60010,14.44,55.64,24.19,10.46,98.47,6.25
60020,14.13,60.93,15.58,10.68,72.89,28.42
60030,19.96,52.04,15.98,14.06,61.31,40.74
60040,11.66,63.19,18.43,24.22,86.42,31.08
60050,16.38,53.57,24.36,17.4,93.39,18.31
60060,13.69,57.06,29.34,24.24,87.56,36.78
60070,19.18,62.37,24.56,24.62,62.19,68.54
60080,12.02,68.13,26.17,11.81,92.03,26.1
60090,18.44,53.79,23.74,21.29,86.81,30.45
60100,11.25,62.61,25.6,14.8,66.71,47.55
60110,15.49,59.94,15.43,11.6,89.6,12.86
60120,12.99,60.06,25.89,24.95,67.86,56.04
60130,12.96,53.73,26.67,17.84,99.32,11.89
60140,18.22,51.69,27.76,14.02,62.52,49.17
60150,16.93,57.25,27.48,18.65,78.27,42.04
60160,19.0,65.64,22.47,14.69,77.3,44.49
60170,15.36,69.19,19.71,17.26,60.41,61.1
60180,14.85,53.48,16.73,17.61,65.29,37.37
60190,16.37,61.94,25.56,18.2,95.03,27.04
60200,12.02,64.51,27.95,11.14,64.51,51.12
60210,14.99,62.63,28.17,22.87,76.57,52.09
60220,18.76,69.3,24.55,20.73,87.51,45.83
60230,19.95,52.76,28.91,20.19,70.22,51.6
60240,16.69,52.89,23.13,10.45,83.03,20.13
60250,12.96,58.84,27.88,11.43,89.86,21.25
60260,12.0,50.2,23.49,16.01,61.53,40.17
60270,17.03,67.53,17.23,10.27,63.67,48.39
60280,11.4,66.8,15.06,22.02,80.62,34.66
60290,12.21,53.07,17.46,21.66,61.41,42.99
60300,13.51,63.54,18.77,13.79,91.09,18.5
60310,17.41,69.56,21.68,12.67,93.63,27.68
60320,10.33,58.7,27.68,14.5,72.04,39.17
60330,16.36,62.83,15.89,24.02,78.56,40.54
60340,13.1,59.83,24.58,17.48,61.38,53.61
60350,12.84,54.78,20.62,24.15,88.3,24.09
60360,12.13,59.74,22.53,12.67,68.51,38.56
60370,14.01,59.75,24.3,21.63,74.15,45.54
60380,19.26,63.75,20.42,24.46,60.39,67.5
60390,16.67,56.21,24.4,24.74,80.37,41.65
60400,13.87,67.18,17.54,23.09,75.0,46.68
60410,15.75,56.98,29.4,10.69,98.34,14.49
60420,18.3,68.86,20.35,18.93,71.43,55.0
60430,10.59,68.09,21.36,15.96,79.94,36.07
60440,15.29,61.45,24.59,24.03,94.22,31.13
60450,16.3,51.24,18.14,17.25,63.86,39.07
60460,13.95,57.3,20.53,22.62,98.55,15.84
60470,11.56,60.91,22.29,23.14,61.83,56.07
60480,10.8,62.01,18.3,19.07,84.06,26.12
60490,16.22,55.52,18.49,14.58,90.54,14.27
60500,15.9,61.21,23.74,15.89,66.43,50.3
60510,19.81,59.71,26.42,22.31,85.5,42.75
60520,14.12,63.42,21.18,17.46,91.78,24.4
60530,19.37,56.28,15.66,17.47,84.39,24.39
60540,17.4,59.46,29.27,20.99,80.23,46.89
60550,13.6,52.96,28.98,11.46,67.73,39.27
60560,18.4,69.25,15.11,18.54,86.86,34.43
60570,15.99,51.51,25.33,24.39,99.57,17.64
60580,13.94,53.74,25.69,23.6,62.57,54.4
60590,10.66,57.52,22.87,16.14,95.51,11.67
60600,11.89,62.22,20.82,12.86,82.39,25.4
60610,16.76,54.68,28.75,21.95,89.95,32.19
60620,12.02,59.18,29.2,18.23,76.21,42.42
60630,11.22,52.79,26.28,19.53,80.01,29.81
60640,13.96,63.9,22.48,11.57,90.73,21.17
60650,15.11,60.56,17.62,17.61,99.99,10.9
60660,17.72,54.16,19.95,17.53,75.78,33.59
60670,11.67,57.14,17.52,10.43,84.3,12.45
60680,16.32,59.26,27.42,18.29,98.08,23.21
60690,13.8,64.15,26.15,21.19,66.74,58.54
60700,10.39,67.66,26.27,17.46,68.03,53.75
60710,18.18,67.83,29.07,24.67,94.79,44.96
60720,16.19,67.4,17.33,11.13,92.58,19.47
60730,15.98,52.19,28.41,22.79,67.31,52.05
60740,16.62,64.89,16.13,22.8,87.46,32.98
60750,17.69,66.13,19.26,23.15,81.97,44.26
60760,19.42,69.74,21.22,17.57,65.66,62.3
60770,16.89,54.11,15.73,13.84,86.15,14.42
60780,10.77,58.77,29.81,21.55,80.24,40.64
60790,18.14,61.68,20.67,24.1,75.29,49.31
60800,11.01,60.17,28.16,18.56,70.73,47.16
60810,19.05,67.61,15.15,13.17,96.02,18.96
60820,14.25,55.1,28.29,21.1,61.6,57.15
60830,17.2,55.26,26.62,15.13,67.69,46.51
60840,14.04,54.23,20.37,18.56,90.95,16.25
60850,11.04,68.51,21.31,24.83,88.47,37.22
60860,18.5,66.28,20.79,21.43,66.3,60.69
60870,15.02,57.92,21.62,17.19,91.27,20.47
60880,17.67,67.66,24.46,14.68,96.26,28.21
60890,18.95,56.37,23.7,17.04,85.65,30.42
60900,13.0,60.28,19.4,15.59,90.46,17.81
60910,11.21,54.69,23.64,12.94,71.96,30.51
60920,12.8,66.04,27.16,17.1,61.24,61.86
60930,13.64,55.03,23.89,21.07,79.49,34.14
60940,13.96,62.5,16.49,10.09,93.29,9.75
60950,19.98,66.1,22.48,24.73,71.94,61.34
60960,12.89,62.15,28.81,22.76,82.12,44.48
60970,18.6,59.39,26.05,15.73,77.42,42.34
60980,18.81,60.28,16.86,24.39,60.29,60.04
60990,17.77,53.04,28.17,14.34,94.68,18.64
61000,17.83,50.06,29.45,23.09,63.07,57.36
61010,12.82,58.49,25.42,17.24,82.66,31.31
61020,16.89,64.94,25.15,23.68,85.0,45.66
61030,18.25,57.85,15.19,22.01,93.19,20.12
61040,18.85,58.24,27.69,19.52,88.87,35.43
61050,15.82,65.71,24.6,18.37,92.06,32.44
61060,17.9,68.02,28.43,22.4,87.33,49.42
61070,15.34,65.29,24.12,16.06,99.39,21.42
61080,10.44,69.91,20.16,12.9,79.06,34.35
61090,15.2,63.64,29.68,23.38,96.95,34.95
61100,15.89,68.69,28.23,13.17,63.91,62.07
61110,16.88,57.92,22.42,22.12,73.55,45.79
61120,15.35,66.31,16.51,23.88,67.93,54.13
61130,12.49,68.71,16.81,10.34,71.17,37.18
61140,18.17,67.5,18.13,18.7,85.75,36.76
61150,12.82,58.53,16.0,15.28,60.05,42.58
61160,16.99,66.03,26.2,11.38,96.7,23.9
61170,16.77,65.39,22.69,24.41,96.18,33.08
61180,13.69,63.13,24.94,17.67,62.74,56.69
61190,15.81,67.9,17.34,24.16,89.24,35.98
61200,14.03,51.04,20.42,12.53,98.05,-0.03
61210,16.61,61.27,17.32,12.32,87.07,20.45
61220,15.95,55.62,20.05,19.84,72.74,38.71
61230,16.91,58.28,27.52,18.34,78.04,43.02
61240,15.64,52.83,22.22,10.53,86.26,14.97
61250,11.17,62.75,16.94,23.97,76.85,37.98
61260,17.05,59.89,24.83,14.81,85.08,31.5
61270,19.25,67.45,26.08,10.91,69.79,53.89
61280,18.32,69.21,20.74,16.46,79.45,45.27
61290,19.77,68.79,29.13,12.68,62.12,68.24
61300,13.67,68.42,21.66,19.31,87.01,36.06
61310,11.3,52.76,28.09,10.66,83.45,19.36
61320,15.41,61.31,26.08,10.68,65.85,47.63
61330,16.71,66.46,23.53,22.13,62.36,66.47
61340,13.4,65.3,26.32,11.4,62.79,53.64
61350,18.23,57.58,15.47,23.36,81.2,33.44
61360,14.84,52.72,15.49,24.37,88.79,18.63
61370,15.32,53.33,16.58,22.09,82.34,24.98
61380,11.32,69.8,24.13,20.11,88.93,36.44
61390,18.58,57.94,15.12,16.71,80.07,28.28
61400,19.95,57.52,29.93,14.54,63.07,58.87
61410,10.99,60.89,18.18,13.34,67.01,36.4
61420,17.98,61.34,25.45,22.6,97.22,30.14
61430,15.71,69.11,17.36,11.2,84.75,28.63
61440,18.57,58.51,26.22,21.47,74.39,50.38
61450,17.5,53.02,24.63,23.41,69.04,49.51
